name,processor,ram,os,storage,display(in inch),rating,no_of_ratings,no_of_reviews,price(in Rp.),brand,ram_size,ram_type,processor_brand,storage_size,storage_type,cluster,cluster_label
ASUS TUF Gaming F15 Core i9 11th Gen,Intel Core i9 Processor (11th Gen),16 GB DDR4,Windows 10,1 TB SSD,15.6,4.4,9.0,3.0,27390060.9,Asus,16,DDR4,Intel,1 TB,SSD,2,High-Performance (Gaming/Editing)
ASUS Vivobook Gaming Core i7 10th Gen,Intel Core i7 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.3,76.0,7.0,12466170.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Inspiron Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,14.0,4.4,293.0,39.0,12560625.9,Dell,8,DDR4,AMD,512 GB,SSD,0,General Purpose
DELL Vostro Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,35.0,4.2,33.0,7.0,8140131.899999999,Dell,4,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 11,256 GB SSD,15.6,3.6,22.0,4.0,6326595.899999999,Lenovo,8,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
acer Aspire 5 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,566.0,61.0,8903328.3,Acer,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP 250 G8 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,DOS,512 GB SSD,15.6,4.0,52.0,8.0,7556211.09,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Core i7 11th Gen,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,4.5,28.0,3.0,18872109.0,Dell,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,8.0,0.0,12900663.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Core i5 5th Gen,Intel Core i5 Processor (5th Gen),8 GB DDR3,Windows 10,1 TB HDD,15.6,1.6,23.0,4.0,13032900.9,Dell,8,DDR3,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL 7000 Series Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,14.0,4.8,4.0,0.0,20003679.9,Dell,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS VivoBook 14 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,4.4,2298.0,307.0,10388160.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.2,116.0,16.0,10954890.9,Lenovo,8,DDR4,AMD,512 GB,SSD,0,General Purpose
MSI GF63 Thin Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.1,1235.0,159.0,10286149.5,Msi,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,AMD Ryzen 7 Octa Core Processor,16 GB DDR5,Windows 11,1 TB SSD,15.6,4.0,17.0,4.0,20400390.9,Asus,16,DDR5,AMD,1 TB,SSD,3,Mid-Range (Work/Productivity)
RedmiBook 15 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.2,4443.0,518.0,8499060.9,Redmibook,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Ideapad 520 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,2 TB HDD,15.6,3.3,4.0,0.0,12245335.11,Lenovo,8,DDR4,Intel,2 TB,HDD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Spectre x360 Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB DDR4,Windows 10,512 GB SSD,13.3,3.3,3.0,1.0,30979350.9,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,187.0,16.0,13032900.9,Dell,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
lenovo Yoga 7 Core i7 11th Gen Intel EVO,Intel Core i7 Processor (11th Gen),16 GB DDR4,Windows 10,512 GB SSD,14.0,4.7,86.0,14.0,20022570.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL 5000 Core i5 7th Gen,Intel Core i5 Processor (7th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.4,295.0,71.0,14544180.9,Dell,8,DDR4,Intel,1 TB,HDD,0,General Purpose
Lenovo B50,Intel Core i5 Processor (4th Gen),8 GB DDR3,Windows 8,1 TB HDD,15.6,3.8,78.0,17.0,9915885.9,Lenovo,8,DDR3,Intel,1 TB,HDD,1,Budget (School/Basic Use)
MSI GF63 Thin Core i7 9th Gen,Intel Core i7 Processor (9th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,1667.0,232.0,12655080.9,Msi,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Inspiron Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,3.0,0.0,10425942.9,Dell,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Vaio SE Series Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,3.8,84.0,13.0,11880549.9,Vaio,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Extensa Pentium Quad Core,Intel Pentium Quad Core Processor,4 GB DDR4,Windows 11,256 GB SSD,15.6,4.4,12.0,3.0,4684968.0,Acer,4,DDR4,Intel,256 GB,SSD,1,Budget (School/Basic Use)
MSI Modern 14 Core i7 11th Gen,Intel Core i7 Processor (11th Gen),8 GB DDR4,Windows 10,512 GB SSD,14.0,4.6,21.0,3.0,15224256.9,Msi,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP Pavilion Ryzen 5 Hexa Core 5625U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,70.0,7.0,11993895.9,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL G15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,38.0,6.0,13977450.9,Dell,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,21.0,2.0,8499060.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
acer Aspire 5 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,121.0,27.0,11332710.9,Acer,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL Inspiron 3501 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 10,256 GB SSD,14.96,4.3,4.0,0.0,7497837.899999999,Dell,8,DDR4,Intel,256 GB,SSD,0,General Purpose
DELL G15 Core i7 12th Gen,Intel Core i7 Processor (12th Gen),16 GB DDR5,Windows 11,1 TB SSD,15.6,4.0,11.0,0.0,28334610.9,Dell,16,DDR5,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.5,5145.0,564.0,12277260.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP Chromebook x360 Intel Celeron Quad Core,Intel Celeron Quad Core Processor,4 GB LPDDR4,Chrome OS,512 GB SSD,14.0,3.8,26.0,3.0,5287590.899999999,Hp,4,LPDDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
acer Aspire 5 Gaming Core i5 12th Gen,Intel Core i5 Processor (12th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.8,4.0,0.0,12316932.0,Acer,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4 GB DDR4,Windows 10,1 TB HDD,15.6,3.9,47.0,4.0,7488959.13,Hp,4,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
ASUS Vivobook Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4 GB DDR4,Windows 10,256 GB SSD,14.0,4.5,79.0,10.0,6609960.899999999,Asus,4,DDR4,Intel,256 GB,SSD,0,General Purpose
ASUS EeeBook 12 Celeron Dual Core 4th Gen,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4,Windows 10,512 GB HDD|512 GB SSD,11.6,3.9,199.0,20.0,3965220.9,Asus,4,DDR4,Intel,512 GB,HDD,1,Budget (School/Basic Use)
HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.0,4.0,0.0,8217585.0,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Ideapad 330s Core i5 8th Gen,Intel Core i5 Processor (8th Gen),4 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,21.0,5.0,10765980.9,Lenovo,4,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP Ryzen 3 Dual Core,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,256 GB HDD,15.6,4.7,3.0,0.0,6914106.0,Hp,8,DDR4,AMD,256 GB,HDD,0,General Purpose
HP 15s Ryzen 3 Quad Core 5300U,AMD Ryzen 3 Quad Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.3,274.0,42.0,7650666.09,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
HP Pavilion Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,14.0,4.1,27.0,2.0,10748979.0,Hp,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
acer Nitro 5 Spin Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,163.0,58.0,14972628.78,Acer,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
DELL GAMING G5 SERIES Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.2,6.0,0.0,13202919.9,Dell,8,DDR4,Intel,512 GB,SSD,0,General Purpose
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP Intel Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,13.3,5.0,2.0,1.0,23991570.0,Hp,8,DDR4,Intel,512 GB,SSD,0,General Purpose
acer Aspire 7 Core i5 9th Gen,Intel Core i5 Processor (9th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.4,2952.0,364.0,10784871.9,Acer,8,DDR4,Intel,512 GB,SSD,0,General Purpose
HP Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.3,569.0,53.0,9538065.9,Hp,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS VivoBook S14 Core i7 8th Gen,Intel Core i7 Processor (8th Gen),8 GB DDR4,Windows 10,1 TB HDD|256 GB SSD,14.0,4.4,994.0,172.0,12843990.9,Asus,8,DDR4,Intel,1 TB,HDD,0,General Purpose
acer Swift 5 Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8 GB DDR3,Windows 10,256 GB SSD,14.0,4.0,15.0,3.0,15490242.18,Acer,8,DDR3,Intel,256 GB,SSD,1,Budget (School/Basic Use)
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HX,AMD Ryzen 9 Octa Core Processor,16 GB DDR4,Windows 11,1 TB SSD,15.6,3.7,6.0,1.0,35513190.9,Asus,16,DDR4,AMD,1 TB,SSD,2,High-Performance (Gaming/Editing)
MSI Modern 14 Ryzen 5 Hexa Core 5500U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,14.0,4.4,3189.0,430.0,8687970.9,Msi,8,DDR4,AMD,512 GB,SSD,0,General Purpose
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,Windows 11,512 GB SSD,15.6,4.7,3.0,0.0,16811100.9,Asus,16,DDR4,AMD,512 GB,SSD,3,Mid-Range (Work/Productivity)
HP Pavilion Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.1,41.0,2.0,12636189.9,Hp,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Nokia PureBook S14 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,14.0,4.0,94.0,20.0,9065790.9,Nokia,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo IdeaPad 3 Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,128 GB SSD,11.6,3.5,1386.0,164.0,3209580.9,Lenovo,4,LPDDR4,Intel,128 GB,SSD,1,Budget (School/Basic Use)
Lenovo V15 G2 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.4,53.0,3.0,7084125.0,Lenovo,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP Ryzen 3 Dual Core,AMD Ryzen 3 Dual Core Processor,8 GB DDR4,Windows 11,256 GB SSD,15.6,3.8,40.0,3.0,5287590.899999999,Hp,8,DDR4,AMD,256 GB,SSD,1,Budget (School/Basic Use)
Vaio E Series Ryzen 5 Quad Core 3500U,AMD Ryzen 5 Quad Core Processor,8 GB DDR4,Windows 10,512 GB SSD,15.6,4.0,706.0,142.0,7932330.899999999,Vaio,8,DDR4,AMD,512 GB,SSD,1,Budget (School/Basic Use)
MSI Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,3.6,57.0,11.0,13882995.9,Msi,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
Avita Liber Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB DDR4,Windows 10,1 TB SSD,14.0,3.8,318.0,59.0,9821430.9,Avita,16,DDR4,Intel,1 TB,SSD,3,Mid-Range (Work/Productivity)
Infinix X1 Slim Series Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X,Windows 11,512 GB SSD,14.0,3.7,114.0,27.0,8876880.9,Infinix,16,LPDDR4X,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4 GB LPDDR4,Chrome OS,512 GB SSD,14.0,3.8,1135.0,167.0,4154130.9,Asus,4,LPDDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS VivoBook 15 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8 GB DDR4,Windows 10,1 TB HDD,15.6,4.0,1907.0,227.0,7176690.899999999,Asus,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
HP Chromebook MediaTek Kompanio 500,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X,Chrome OS,1 TB HDD,11.6,3.8,5991.0,687.0,4282589.7,Hp,4,LPDDR4X,MediaTek,1 TB,HDD,1,Budget (School/Basic Use)
ASUS Ryzen 5 Hexa Core,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,14.0,4.5,22.0,5.0,10388160.9,Asus,8,DDR4,AMD,512 GB,SSD,0,General Purpose
DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD|256 GB SSD,15.6,4.0,801.0,104.0,7743420.899999999,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
Lenovo IdeaPad 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,4658.0,449.0,7310628.09,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS Vivobook Gaming Core i7 10th Gen,Intel Core i7 Processor (10th Gen),8 GB DDR4,Windows 10,512 GB SSD,15.6,4.3,76.0,7.0,12466170.9,Asus,8,DDR4,Intel,512 GB,SSD,0,General Purpose
DELL Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,1 TB HDD,15.6,4.3,7.0,0.0,8028675.0,Dell,8,DDR4,Intel,1 TB,HDD,1,Budget (School/Basic Use)
DELL Ryzen 5 Hexa Core 5625U,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,Windows 11,512 GB SSD,16.0,4.7,7.0,2.0,11332710.9,Dell,8,DDR4,AMD,512 GB,SSD,0,General Purpose
Lenovo Intel Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8 GB DDR4,Windows 11,512 GB SSD,15.6,4.3,453.0,38.0,7273035.0,Lenovo,8,DDR4,Intel,512 GB,SSD,1,Budget (School/Basic Use)
ASUS TUF Dash F15 (2022) Core i5 12th Gen,Intel Core i5 Processor (12th Gen),8 GB DDR5,Windows 11,512 GB SSD,15.6,4.5,97.0,10.0,14545881.09,Asus,8,DDR5,Intel,512 GB,SSD,0,General Purpose
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4 GB DDR4,Windows 10,256 GB SSD,15.6,5.0,1.0,1.0,7157799.899999999,Lenovo,4,DDR4,Intel,256 GB,SSD,0,General Purpose
HP Intel Core i5 10th Gen,Intel Core i5 Processor (10th Gen),16 GB DDR4,Windows 10,512 GB SSD,15.6,3.7,3.0,0.0,18418725.0,Hp,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
Lenovo Intel Core i5 11th Gen,Intel Core i5 Processor (11th Gen),16 GB DDR4,Windows 11,512 GB SSD,15.6,4.5,14.0,1.0,11899440.9,Lenovo,16,DDR4,Intel,512 GB,SSD,3,Mid-Range (Work/Productivity)
